city_name,country,date,lat,lon,max_temp_C,cloud_cover%,humidity%
Goma,CD,1609877960,-1.6792,29.2228,17.82000000000005,100.0,79.0
Constitución,CL,1609877961,-35.3333,-72.4167,18.610000000000014,5.0,54.0
Jesús María,AR,1609877961,-30.9815,-64.0942,25.0,75.0,64.0
Oussouye,SN,1609877961,12.485,-16.5469,27.0,0.0,65.0
Laas,IT,1609877962,46.6166,10.7002,2.2200000000000273,75.0,79.0
Biak,ID,1609877962,-0.9131,122.8766,24.200000000000045,100.0,84.0
Kavaratti,IN,1609877962,10.5669,72.642,27.939999999999998,99.0,76.0
Fandriana,MG,1609877963,-20.2333,47.3833,16.879999999999995,52.0,93.0
Halifax,CA,1609877705,44.6453,-63.5724,2.2200000000000273,100.0,80.0
Alofi,NU,1609877964,-19.0595,-169.9187,24.0,100.0,100.0
Anchorage,US,1609877964,61.2181,-149.9003,-6.109999999999957,90.0,79.0
Cacequi,BR,1609877964,-29.8836,-54.825,29.430000000000007,35.0,55.0
Harper,LR,1609877964,4.375,-7.7169,26.24000000000001,74.0,84.0
Roald,NO,1609877965,62.5833,6.1333,1.0,20.0,64.0
Barbosa Ferraz,BR,1609877965,-24.03,-52.0117,26.0,40.0,74.0
Yellowknife,CA,1609877879,62.456,-114.3525,-23.889999999999986,90.0,75.0
Guadalajara,MX,1609877829,20.6667,-103.3333,24.439999999999998,5.0,27.0
Ponta Delgada,PT,1609877773,37.7333,-25.6667,13.0,75.0,93.0
Faanui,PF,1609877966,-16.4833,-151.75,27.360000000000014,0.0,75.0
Sumenep,ID,1609877966,-7.0167,113.8667,25.25,100.0,87.0
Mykolayivka,UA,1609877966,47.5414,30.7561,4.760000000000048,88.0,85.0
Port Elizabeth,ZA,1609877857,-33.918,25.5701,22.0,82.0,78.0
Pinerolo,IT,1609877966,44.8833,7.35,3.330000000000041,100.0,93.0
Zhangaözen,KZ,1609877967,43.3,52.8,-4.2999999999999545,0.0,90.0
Mandera,KE,1609877967,3.9366,41.867,28.870000000000005,99.0,27.0
Vardø,NO,1609877967,70.3705,31.1107,-5.0,75.0,92.0
Codrington,AU,1609877967,-38.2667,141.9667,13.680000000000007,100.0,83.0
Notre-Dame-du-Lac,CA,1609877967,47.6136,-68.7964,-2.7799999999999727,90.0,85.0
São Filipe,CV,1609877967,14.8961,-24.4956,24.220000000000027,100.0,75.0
Jamestown,US,1609877968,42.097,-79.2353,1.670000000000016,90.0,95.0
Hong Kong,HK,1609877943,22.2855,114.1577,17.220000000000027,91.0,80.0
Mărgineni,RO,1609877968,46.9,26.6333,4.439999999999998,100.0,55.0
Salalah,OM,1609877968,17.0151,54.0924,23.0,0.0,33.0
Nizwá,OM,1609877968,22.9333,57.5333,11.670000000000016,0.0,54.0
Kutum,SD,1609877968,14.2,24.6667,17.680000000000007,0.0,26.0
Tura,IN,1609877969,25.5198,90.2201,16.640000000000043,100.0,57.0
Ahipara,NZ,1609877969,-35.1667,173.1667,20.58000000000004,100.0,69.0
Coari,BR,1609877969,-4.085,-63.1414,28.77000000000004,84.0,81.0
Karratha,AU,1609877970,-20.7377,116.8463,29.30000000000001,24.0,39.0
Tuatapere,NZ,1609877718,-46.1333,167.6833,10.0,100.0,94.0
Arrondissement de Saint-Denis,FR,1609877970,48.9167,2.3333,3.0,90.0,86.0
Kumul,CN,1609877953,42.8,93.45,-12.92999999999995,5.0,69.0
Noumea,NC,1609877971,-22.2763,166.4572,27.78000000000003,75.0,94.0
Venezuela,VE,1609877858,8.0,-66.0,32.81,41.0,34.0
Hambantota,LK,1609877971,6.1241,81.1185,24.850000000000023,61.0,88.0
Santa Cruz de la Sierra,BO,1609877706,-17.8,-63.1667,21.0,90.0,94.0
Louis Trichardt,ZA,1609877972,-23.0439,29.9032,23.840000000000032,56.0,47.0
Bengkulu,ID,1609877972,-3.8004,102.2655,24.53000000000003,92.0,89.0
Noyabrsk,RU,1609877973,63.1994,75.4507,-30.289999999999964,0.0,83.0
Palm Coast,US,1609877832,29.585,-81.2078,20.560000000000002,75.0,48.0
Quatre Cocos,MU,1609877974,-20.2078,57.7625,25.0,40.0,83.0
Ipixuna,BR,1609877974,-1.7625,-48.8043,28.0,75.0,88.0
Léo,BF,1609877974,11.1,-2.1,27.970000000000027,0.0,15.0
Fare,PF,1609877975,-16.7,-151.0167,27.29000000000002,67.0,72.0
Cocula,MX,1609877975,20.3652,-103.8222,24.439999999999998,5.0,27.0
Ternate,ID,1609877975,0.8,127.4,26.840000000000032,100.0,79.0
Praia da Vitória,PT,1609877975,38.7333,-27.0667,14.439999999999998,75.0,87.0
Chupa,RU,1609877976,66.27,33.0549,-12.879999999999995,3.0,95.0
Mbandaka,CD,1609877976,0.0487,18.2603,24.160000000000025,74.0,85.0
Saint Paul Harbor,US,1609877976,57.79,-152.4072,4.0,90.0,80.0
Nobres,BR,1609877976,-14.7203,-56.3275,32.360000000000014,99.0,49.0
Saskylakh,RU,1609877976,71.9167,114.0833,-19.889999999999986,95.0,89.0
Tupik,RU,1609877976,54.4253,119.9327,-34.19999999999999,66.0,81.0
Pevek,RU,1609877977,69.7008,170.3133,-25.569999999999965,100.0,90.0
Clyde River,CA,1609877977,70.4692,-68.5914,-32.99999999999997,20.0,74.0
Negombo,LK,1609877977,7.2083,79.8358,24.0,20.0,94.0
Aripuanã,BR,1609877977,-9.1667,-60.6333,32.06,11.0,54.0
Port Lincoln,AU,1609877978,-34.7333,135.8667,15.390000000000043,100.0,73.0
Newcastle,AU,1609877978,-32.9272,151.7765,22.220000000000027,75.0,88.0
Kalemie,CD,1609877978,-5.9475,29.1947,22.55000000000001,92.0,82.0
Berlevåg,NO,1609877978,70.8578,29.0864,1.0,75.0,86.0
Olavarría,AR,1609877978,-36.8927,-60.3225,17.450000000000045,100.0,91.0
Ursulo Galván,MX,1609877978,22.7333,-98.3,28.33000000000004,38.0,47.0
Troitsko-Pechorsk,RU,1609877979,62.7084,56.1964,-17.95999999999998,96.0,94.0
Eilat,IL,1609877979,29.5581,34.9482,19.0,0.0,59.0
Saldanha,ZA,1609877979,-33.0117,17.9442,19.0,0.0,77.0
Khatanga,RU,1609877979,71.9667,102.5,-18.069999999999965,100.0,93.0
Kavieng,PG,1609877980,-2.5744,150.7967,27.140000000000043,100.0,78.0
Palana,RU,1609877980,59.1167,159.9667,-22.789999999999964,69.0,91.0
Sur,OM,1609877981,22.5667,59.5289,19.30000000000001,0.0,43.0
Atar,MR,1609877981,20.5169,-13.0499,23.230000000000018,100.0,33.0
Gogrial,SS,1609877982,8.5332,28.1004,25.77000000000004,0.0,24.0
Payyanur,IN,1609877982,12.1,75.2,25.0,20.0,88.0
Nome,US,1609877984,64.5011,-165.4064,-16.0,90.0,77.0
Marystown,CA,1609877985,47.1666,-55.1483,2.920000000000016,100.0,85.0
Kānkon,IN,1609877986,15.0167,74.0167,26.0,75.0,88.0
Torbay,CA,1609877986,47.6666,-52.7314,2.2200000000000273,90.0,100.0
Iqaluit,CA,1609877986,63.7506,-68.5145,-17.779999999999973,90.0,84.0
St-Jean-Port-Joli,CA,1609877986,47.2171,-70.2658,-3.0,100.0,85.0
Lermontovka,RU,1609877986,47.1453,134.3383,-25.029999999999973,46.0,88.0
Niterói,BR,1609877987,-22.8833,-43.1036,28.890000000000043,20.0,78.0
Cairns,AU,1609877987,-16.9167,145.7667,26.0,40.0,94.0
Ribeira Grande,PT,1609877987,38.5167,-28.7,15.0,75.0,87.0
Matara,LK,1609877987,5.9485,80.5353,24.29000000000002,49.0,90.0
Tual,ID,1609877987,-5.6667,132.75,28.79000000000002,100.0,74.0
Līsakovsk,KZ,1609877987,52.5369,62.4936,-19.089999999999975,100.0,89.0
Ushtobe,KZ,1609877988,45.2514,77.9838,-19.039999999999964,100.0,88.0
Mogadishu,SO,1609877988,2.0371,45.3438,24.970000000000027,41.0,73.0
Nemuro,JP,1609877988,43.3236,145.575,-6.0,70.0,83.0
Alice Springs,AU,1609877988,-23.7,133.8833,21.0,24.0,40.0
Tateyama,JP,1609877989,34.9833,139.8667,6.670000000000016,100.0,63.0
Cândido Mendes,BR,1609877989,-1.4467,-45.7167,28.960000000000036,42.0,64.0
Avera,US,1609877989,33.194,-82.5271,17.0,1.0,36.0
Zemetchino,RU,1609877989,53.4973,42.6163,-9.099999999999966,45.0,96.0
Patacamaya,BO,1609877990,-17.2333,-67.9167,15.29000000000002,100.0,36.0
Canhaway,PH,1609877990,9.7501,124.4722,24.80000000000001,100.0,88.0
Zachary,US,1609877990,30.6485,-91.1565,21.110000000000014,1.0,32.0
Atbasar,KZ,1609877991,51.8,68.3333,-23.299999999999983,0.0,87.0
Barrow,US,1609877705,71.2906,-156.7887,-26.99999999999997,40.0,68.0
Adrar,MR,1609877992,20.5022,-10.0711,21.220000000000027,100.0,34.0
Caravelas,BR,1609877992,-17.7125,-39.2481,27.04000000000002,8.0,70.0
Lewistown,US,1609877992,40.5992,-77.5714,2.2200000000000273,90.0,100.0
Afşin,TR,1609877993,38.2477,36.914,3.090000000000032,57.0,77.0
Río de Jesús,PA,1609877993,7.9844,-81.1631,30.210000000000036,91.0,52.0
Gorontalo,ID,1609877848,0.5412,123.0595,23.99000000000001,100.0,89.0
Ust-Maya,RU,1609877994,60.4167,134.5333,-37.42999999999998,100.0,82.0
Yefremov,RU,1609877994,53.1481,38.0992,-3.5399999999999636,100.0,98.0
Muros,ES,1609877995,42.7762,-9.0603,3.330000000000041,1.0,93.0
Chui,UY,1609877995,-33.6971,-53.4616,24.650000000000034,58.0,75.0
Álamos,MX,1609877995,27.0167,-108.9333,27.890000000000043,100.0,14.0
Vila do Maio,CV,1609877995,15.1333,-23.2167,25.0,0.0,50.0
Changzhou,CN,1609877996,31.7833,119.9667,2.7800000000000296,89.0,73.0
Padang,ID,1609877996,-0.9492,100.3543,25.0,40.0,94.0
Kushiro,JP,1609877996,42.975,144.3747,-9.0,3.0,88.0
Porto-Novo,BJ,1609877996,6.4965,2.6036,29.0,20.0,83.0
Byron Bay,AU,1609877752,-28.65,153.6167,22.0,41.0,94.0
Totness,SR,1609877997,5.8833,-56.3167,26.680000000000007,100.0,84.0
Freeport,US,1609877993,40.6576,-73.5832,5.560000000000002,90.0,56.0
Port Keats,AU,1609877997,-14.25,129.55,27.720000000000027,87.0,81.0
Qeshm,IR,1609877997,26.9581,56.2719,13.0,0.0,36.0
Eenhana,NA,1609877997,-17.4667,16.3333,28.0,16.0,32.0
Sendafa,ET,1609877998,9.15,39.0333,9.990000000000009,0.0,59.0
Fortuna,US,1609877998,40.5982,-124.1573,13.890000000000043,1.0,76.0
Thompson,CA,1609877998,55.7435,-97.8558,-15.0,75.0,84.0
Bilibino,RU,1609877998,68.0546,166.4372,-34.589999999999975,100.0,81.0
Cabedelo,BR,1609877999,-6.9811,-34.8339,29.0,20.0,62.0
Fianarantsoa,MG,1609877999,-21.4333,47.0833,18.129999999999995,100.0,93.0
Belaya Gora,RU,1609877999,68.5333,146.4167,-32.37999999999997,22.0,84.0
Anadyr,RU,1609877999,64.75,177.4833,-25.99999999999997,0.0,75.0
Merauke,ID,1609878000,-8.4667,140.3333,25.370000000000005,100.0,89.0
San Pedro de Urabá,CO,1609878000,8.2752,-76.3764,28.510000000000048,25.0,67.0
Antalaha,MG,1609878000,-14.9003,50.2788,23.80000000000001,3.0,87.0
Sibu,MY,1609878001,2.3,111.8167,24.0,40.0,100.0
Bafilo,TG,1609878001,9.35,1.2667,26.08000000000004,0.0,17.0
Boa Vista,BR,1609877706,2.8197,-60.6733,33.0,40.0,43.0
La Ronge,CA,1609878003,55.1001,-105.2842,-8.0,90.0,85.0
Longyearbyen,SJ,1609877718,78.2186,15.6401,-6.0,75.0,67.0
Pemangkat,ID,1609878004,1.1667,108.9667,25.210000000000036,98.0,90.0
Krasnosel'kup,RU,1609878004,65.7,82.4667,-27.68999999999997,100.0,88.0
Geraldton,AU,1609878004,-28.7667,114.6,26.0,6.0,19.0
Utrera,ES,1609878005,37.1852,-5.7809,8.330000000000041,20.0,75.0
Moussoro,TD,1609878005,13.6408,16.4901,26.610000000000014,35.0,16.0
Ilulissat,GL,1609878005,69.2167,-51.1,-12.0,75.0,72.0
Semporna,MY,1609878006,4.4818,118.6112,24.0,20.0,94.0
Kruisfontein,ZA,1609878006,-34.0033,24.7314,21.110000000000014,74.0,84.0
Korla,CN,1609878006,41.7597,86.1469,-10.659999999999968,27.0,84.0
Bonavista,CA,1609878007,48.6499,-53.1147,1.670000000000016,100.0,92.0
Carutapera,BR,1609878007,-1.195,-46.02,28.840000000000032,42.0,66.0
Natal,BR,1609878007,-5.795,-35.2094,30.0,20.0,58.0
Lingsugūr,IN,1609878007,16.1667,76.5167,20.82000000000005,85.0,83.0
Camacha,PT,1609878008,33.0833,-16.3333,17.0,40.0,88.0
Brae,GB,1609878008,60.3964,-1.353,5.0,100.0,86.0
Revelstoke,CA,1609878008,50.9832,-118.2023,2.0,75.0,93.0
Artvin Province,TR,1609877969,41.1667,41.8333,14.0,0.0,22.0
Kosa,RU,1609878008,59.9445,54.9977,-17.609999999999985,77.0,94.0
Rome,US,1609878008,43.2128,-75.4557,2.0,90.0,80.0
Ranau,MY,1609878009,5.9538,116.6641,23.0,20.0,100.0
Elumalai,IN,1609878009,9.8667,77.7,25.0,20.0,83.0
Mount Isa,AU,1609878009,-20.7333,139.5,27.0,75.0,30.0
Gemena,CD,1609878009,3.25,19.7667,23.470000000000027,100.0,85.0
Preston,GB,1609878010,53.7667,-2.7167,4.0,40.0,80.0
Mugur-Aksy,RU,1609878010,50.35,90.5,-27.589999999999975,0.0,60.0
Inongo,CD,1609878010,-1.95,18.2667,24.58000000000004,11.0,80.0
Vila Franca do Campo,PT,1609878011,37.7167,-25.4333,13.0,75.0,93.0
Frolovo,RU,1609878011,49.7713,43.6622,-5.0,95.0,74.0
Chapais,CA,1609878012,49.7834,-74.8492,-8.0,90.0,92.0
Vostok,RU,1609878012,46.4856,135.8833,-26.359999999999985,97.0,89.0
Lavrentiya,RU,1609878013,65.5833,-171.0,-23.839999999999975,0.0,84.0
Kérouané,GN,1609878013,9.2667,-9.0167,25.560000000000002,1.0,23.0
Petropavlovsk-Kamchatskiy,RU,1609878014,53.0452,158.6483,-7.0,90.0,85.0
Hokitika,NZ,1609878015,-42.7167,170.9667,17.260000000000048,100.0,95.0
Anloga,GH,1609878015,5.7947,0.8973,29.0,20.0,83.0
Port-Cartier,CA,1609878019,50.0334,-66.8654,-3.329999999999984,99.0,85.0
Oranjemund,NA,1609878023,-28.55,16.4333,16.660000000000025,15.0,89.0
Acarí,PE,1609878023,-15.4311,-74.6158,25.870000000000005,96.0,56.0
Nakamura,JP,1609878023,32.9833,132.9333,2.6299999999999955,98.0,79.0
Abū Zabad,SD,1609878024,12.35,29.25,22.439999999999998,0.0,22.0
Kumluca,TR,1609878024,36.3703,30.2869,15.53000000000003,68.0,73.0
Leningradskiy,RU,1609878024,69.3833,178.4167,-23.119999999999976,100.0,88.0
Iberia,US,1609878025,29.9502,-91.7507,20.0,1.0,37.0
Benguela,AO,1609878025,-12.5763,13.4055,24.689999999999998,0.0,74.0
Norrtälje,SE,1609878026,59.758,18.705,2.2200000000000273,47.0,82.0
Stonehaven,GB,1609878026,56.9637,-2.2118,2.0,90.0,100.0
Riverton,US,1609878027,40.5219,-111.9391,5.560000000000002,40.0,64.0
Klaksvík,FO,1609878027,62.2266,-6.589,7.0,100.0,93.0
Lodeynoye Pole,RU,1609878027,60.726,33.5531,-9.019999999999982,21.0,97.0
Khāsh,IR,1609878027,28.2211,61.2158,-0.009999999999990905,0.0,68.0
Bissau,GW,1609878028,11.8636,-15.5977,27.0,0.0,47.0
La Orilla,MX,1609878028,17.9833,-102.2333,27.77000000000004,0.0,59.0
Dumbéa,NC,1609878028,-22.15,166.45,27.78000000000003,75.0,94.0
Saint George,US,1609877835,37.1041,-113.5841,12.78000000000003,1.0,32.0
Nishihara,JP,1609878029,26.1842,127.7558,17.0,75.0,77.0
Burns Lake,CA,1609878029,54.2331,-125.7533,-4.0,100.0,92.0
San Luis,AR,1609878029,-33.295,-66.3356,22.5,3.0,48.0
Cayenne,GF,1609877819,4.9333,-52.3333,28.0,75.0,88.0
Igarka,RU,1609878030,67.4667,86.5833,-26.25999999999999,100.0,88.0
Paita,PE,1609878030,-5.0892,-81.1144,28.0,0.0,58.0
Urucará,BR,1609878030,-2.5364,-57.76,32.460000000000036,51.0,52.0
Port Hedland,AU,1609878031,-20.3167,118.5667,25.0,56.0,57.0
Puerto Rico,AR,1609878031,-26.796,-55.024,23.110000000000014,100.0,87.0
Cabo San Lucas,MX,1609878021,22.8909,-109.9124,24.439999999999998,75.0,37.0
Corcova,RO,1609878031,44.7,23.05,4.890000000000043,0.0,75.0
Laguna,US,1609878032,38.421,-121.4238,10.560000000000002,75.0,93.0
Mildura,AU,1609878032,-34.2,142.15,14.0,0.0,76.0
Dul'durga,RU,1609878032,50.6761,113.5931,-29.569999999999965,7.0,73.0
Saint-Augustin,CA,1609878033,51.226,-58.6502,-3.839999999999975,99.0,93.0
Sisimiut,GL,1609878034,66.9395,-53.6735,-10.779999999999973,100.0,94.0
Pampa,US,1609878034,35.5362,-100.9599,16.0,1.0,26.0
